Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Growth,Satisfaction_Growth,Engagement_Score,ROI_index
Treatment,Medium Value,,500.8572481,,90.43446492,No,500.8572481,90.43446492,0,0
Control,Medium Value,,,78.49985225,80.10940239,Yes,0,1.60955014,0,0
Control,Medium Value,214.8692893,263.1000654,75.41734312,78.26441414,Yes,48.2307761,2.84707102,18.70016,22.44656566
Treatment,Medium Value,228.3997285,356.6001416,59.93225773,85.32109414,No,128.2004131,25.38883641,14.98374,56.12984479
Control,Medium Value,,215.8889929,78.10330823,57.06374849,Yes,215.8889929,-21.03955974,0,0
Treatment,Low Value,253.3955288,396.0982286,50.11804936,,No,142.7026998,-50.11804936,12.62833,56.31618698
Control,,308.6325315,369.2836678,76.4557854,63.733693,No,60.6511363,-12.7220924,18.94939,19.65156946
,Low Value,121.3853191,143.2854991,46.21722898,53.9965027,No,21.90018,7.77927372,11.69213,18.04186879
Control,Low Value,243.7363185,288.8517361,54.5974091,65.74129475,Yes,45.1154176,11.14388565,13.70338,18.50992822
Control,Low Value,151.6213822,185.6811494,49.67853571,51.63761569,No,34.0597672,1.95907998,12.52285,22.46369655
,Medium Value,329.5508475,501.2877038,74.08887255,82.49626218,Yes,171.7368563,8.40738963,18.38133,52.11240014
Control,Low Value,265.7758776,315.7969486,50.96250043,60.89422582,Yes,50.021071,9.93172539,12.831,18.82077164
Control,High Value,178.6945618,199.7487359,94.81598773,100,Yes,21.0541741,5.18401227,23.35584,11.78221312
Treatment,,199.3779596,311.279668,51.86275886,47.45573444,No,111.9017084,-4.40702442,13.04706,56.12541558
Control,Medium Value,269.0177419,319.3679628,72.03479781,,Yes,50.3502209,-72.03479781,17.88835,18.7163198
Control,High Value,210.922248,243.1269861,,84.74894781,No,32.2047381,84.74894781,0.6,15.2685354
Treatment,High Value,,239.8216851,100,100,Yes,239.8216851,0,0,0
Control,,237.3478661,290.6712134,68.39033126,81.83506519,No,53.3233473,13.44473393,17.01368,22.46632682
Treatment,High Value,233.570462,360.9896135,100,,Yes,127.4191515,-100,24.6,54.55276768
Treatment,Low Value,153.7770359,225.0222744,,61.96268134,Yes,71.2452385,61.96268134,0.6,46.33021965
Treatment,Medium Value,279.7638755,432.3272898,57.02112353,62.39002244,Yes,152.5634143,5.36889891,14.28507,54.53292139
Treatment,High Value,167.6941624,259.8404138,,92.51515824,Yes,92.1462514,92.51515824,0.6,54.94899171
Control,High Value,232.9150487,,94.36141305,100,No,-232.9150487,5.63858695,23.24674,-100
,Medium Value,,353.3157701,87.66907934,84.59986761,Yes,353.3157701,-3.06921173,0,0
Control,Low Value,212.2449929,243.9602015,43.99728791,63.75463847,No,31.7152086,19.75735056,11.15935,14.94273583
Control,High Value,305.2602742,345.8127318,73.79267262,85.25233515,Yes,40.5524576,11.45966253,18.31024,13.28455126
Control,Low Value,181.7960749,210.2553215,,,No,28.4592466,0,0.6,15.65448903
,Low Value,,,55.76949849,55.46027432,No,0,-0.30922417,0,0
Control,,,205.6983878,64.69420683,,Yes,205.6983878,-64.69420683,0,0
Control,Low Value,228.5517783,,46.47134442,54.67330763,,-228.5517783,8.20196321,11.75312,-100
Control,High Value,231.8042956,263.9733241,74.85707074,99.41342687,,32.1690285,24.55635613,18.5657,13.87766711
Control,High Value,228.7238551,263.8039679,100,,No,35.0801128,-100,24.6,15.33732141
,Low Value,222.2771739,257.3115653,,47.11013027,,35.0343914,47.11013027,0.6,15.76157857
,Low Value,221.6626229,263.1598934,48.58712673,48.64677486,Yes,41.4972705,0.05964813,12.26091,18.72091468
Treatment,Medium Value,128.5326689,200.3515652,76.7980892,77.45187642,Yes,71.8188963,0.65378722,19.03154,55.87598617
Treatment,,209.0168491,334.0881969,52.48345597,52.46722204,No,125.0713478,-0.01623393,13.19603,59.83792615
Treatment,Medium Value,205.1378184,319.4987863,,86.78506865,No,114.3609679,86.78506865,0.6,55.74835922
Control,High Value,239.6802693,282.0424695,,90.87427928,Yes,42.3622002,90.87427928,0.6,17.67446287
Treatment,Medium Value,117.6249331,176.5492843,66.1885824,70.84856528,Yes,58.9243512,4.65998288,16.48526,50.09511984
Treatment,High Value,307.2219383,475.8391103,100,100,Yes,168.617172,0,24.6,54.88448284
Treatment,High Value,236.112184,365.4403123,96.02219516,100,No,129.3281283,3.97780484,23.64533,54.77401721
Control,High Value,264.3477212,313.1004717,75.7916253,87.75506488,No,48.7527505,11.96343958,18.78999,18.44265964
Control,High Value,331.1718188,394.7764005,92.93528742,100,,63.6045817,7.06471258,22.90447,19.20591611
Control,,228.6613572,271.2612333,72.80754732,78.26494527,Yes,42.5998761,5.45739795,18.07381,18.630116
Control,Low Value,131.9688703,147.6601978,53.12300998,47.66906499,,15.6913275,-5.45394499,13.34952,11.89017339
Treatment,,195.7136885,302.8877013,47.62905814,57.71934164,Yes,107.1740128,10.0902835,12.03097,54.7606116
,,217.9804367,330.2858318,55.07868093,58.00538607,Yes,112.3053951,2.92670514,13.81888,51.52085976
Treatment,Medium Value,221.1437063,342.7633197,79.09695489,82.41846673,Yes,121.6196134,3.32151184,19.58327,54.99573804
Treatment,Low Value,,418.0088204,59.38207722,64.07908641,Yes,418.0088204,4.69700919,0,0
Control,Medium Value,173.3666691,212.293357,63.95231999,58.88565989,No,38.9266879,-5.0666601,15.94856,22.45338628
Control,Medium Value,,331.1007995,69.3755088,,No,331.1007995,-69.3755088,0,0
Control,Medium Value,,243.7668889,,61.08922429,Yes,243.7668889,61.08922429,0,0
Treatment,Low Value,,304.9475231,66.11943097,64.13909742,No,304.9475231,-1.98033355,0,0
Control,Low Value,205.1372375,,,45.61925878,No,-205.1372375,45.61925878,0.6,-100
Control,Low Value,,182.4323837,,47.16073987,Yes,182.4323837,47.16073987,0,0
Treatment,High Value,214.7993271,318.4178363,75.29252423,66.3370699,No,103.6185092,-8.95545433,18.67021,48.23968054
Treatment,Medium Value,,371.0599872,80.17010345,73.92144865,No,371.0599872,-6.2486548,0,0
,High Value,224.1047134,260.8660392,100,100,No,36.7613258,0,24.6,16.40363794
Control,Medium Value,221.1467084,273.7442813,64.40794362,71.25286643,Yes,52.5975729,6.84492281,16.05791,23.78401799
Control,Low Value,244.5781259,293.3550902,47.33871113,40.88804545,Yes,48.7769643,-6.45066568,11.96129,19.9433061
Control,Medium Value,,125.3322968,70.97569431,97.64937686,No,125.3322968,26.67368255,0,0
Control,Medium Value,234.3616597,267.289677,,66.56037296,Yes,32.9280173,66.56037296,0.6,14.05008709
Control,High Value,,406.4898612,,79.2415555,No,406.4898612,79.2415555,0,0
Treatment,Medium Value,,,69.49745702,,Yes,0,-69.49745702,0,0
Treatment,Low Value,137.543584,211.1753818,53.8775372,56.16929281,No,73.6317978,2.29175561,13.53061,53.53342967
Treatment,Medium Value,,304.8158528,,79.55975267,Yes,304.8158528,79.55975267,0,0
Control,Medium Value,141.1834024,178.6316864,,62.91412373,No,37.448284,62.91412373,0.6,26.52456547
Treatment,Medium Value,219.7450195,337.1096053,65.8875937,73.99237925,Yes,117.3645858,8.10478555,16.41302,53.40944066
Control,,236.778995,278.0708917,,100,Yes,41.2918967,100,0.6,17.43900328
Control,Medium Value,234.9523443,282.4854173,66.72984487,71.02395984,Yes,47.533073,4.29411497,16.61516,20.23094221
Treatment,,204.2223974,323.6658506,74.74017398,,No,119.4434532,-74.74017398,18.53764,58.48695085
Control,High Value,247.011099,294.0347228,92.45521101,100,No,47.0236238,7.54478899,22.78925,19.03704894
Control,,264.5342129,298.7422067,100,,Yes,34.2079938,-100,24.6,12.93140627
Treatment,,,266.550664,,89.65606902,No,266.550664,89.65606902,0,0
,,260.8979972,390.9368918,61.35374758,,No,130.0388946,-61.35374758,15.3249,49.8428106
Treatment,Low Value,268.8307782,404.9547464,42.46780221,55.79850509,,136.1239682,13.33070288,10.79227,50.63555933
,Low Value,,170.1782208,,64.30532539,No,170.1782208,64.30532539,0,0
Treatment,Medium Value,223.0338992,345.1620319,74.3498043,62.49671155,Yes,122.1281327,-11.85309275,18.44395,54.75765484
,Low Value,,401.2273378,52.18878064,58.81342725,No,401.2273378,6.62464661,0,0
Control,Medium Value,160.3087705,176.9763383,68.41937546,76.03727281,,16.6675678,7.61789735,17.02065,10.39716526
Treatment,,227.8785031,353.2190014,49.36763817,54.47061118,Yes,125.3404983,5.10297301,12.44823,55.00321294
Treatment,,231.6348095,370.1854971,79.87875732,88.78619457,No,138.5506876,8.90743725,19.7709,59.81427744
Treatment,High Value,284.1637462,438.276341,,89.82525492,Yes,154.1125948,89.82525492,0.6,54.23372857
Control,Low Value,158.979046,192.4369504,50.76694391,,No,33.4579044,-50.76694391,12.78407,21.04548067
Control,Low Value,189.8400847,229.0083316,56.0686883,51.53037644,No,39.1682469,-4.53831186,14.05649,20.6322321
Control,Medium Value,147.026659,170.0599636,70.4694305,,No,23.0333046,-70.4694305,17.51266,15.66607359
Control,,203.8462203,243.7668889,65.59163379,73.85006067,No,39.9206686,8.25842688,16.34199,19.58371783
Treatment,Medium Value,,360.654793,,70.3272833,Yes,360.654793,70.3272833,0,0
Control,,262.5196642,309.7217641,100,89.43904009,Yes,47.2020999,-10.56095991,24.6,17.98040541
,High Value,,328.6410057,100,100,No,328.6410057,0,0,0
,High Value,228.6271146,351.0299689,85.09622695,89.71886388,No,122.4028543,4.62263693,21.02309,53.53820544
Treatment,High Value,154.2238165,249.7477119,83.84117103,94.54066727,Yes,95.5238954,10.69949624,20.72188,61.93848497
Treatment,Medium Value,,405.4468987,69.84336994,,No,405.4468987,-69.84336994,0,0
Control,High Value,223.0848462,263.6962583,84.45917555,91.41722422,Yes,40.6114121,6.95804867,20.8702,18.20446919
Control,High Value,257.2644826,304.0068499,89.815934,100,Yes,46.7423673,10.184066,22.15582,18.16899357
Control,,,270.0118274,94.24883746,86.4834619,,270.0118274,-7.76537556,0,0
Treatment,,340.7004567,519.831893,93.58834601,100,Yes,179.1314363,6.41165399,23.0612,52.57739835
,,,271.0075925,53.48974643,49.38437195,No,271.0075925,-4.10537448,0,0
Control,Medium Value,177.6565448,212.7703835,,72.53219843,Yes,35.1138387,72.53219843,0.6,19.76501273
Treatment,Medium Value,140.1722925,218.1758419,88.48387783,96.17018755,No,78.0035494,7.68630972,21.83613,55.64833678
Treatment,High Value,240.2935488,388.7785738,79.33808801,100,No,148.485025,20.66191199,19.64114,61.79317994
,Low Value,,424.367962,56.21413116,68.36566897,Yes,424.367962,12.15153781,0,0
Control,Medium Value,224.3528087,283.154381,69.94881508,99.94733725,Yes,58.8015723,29.99852217,17.38772,26.20942106
Treatment,Medium Value,,359.6997788,62.28175327,70.47582512,Yes,359.6997788,8.19407185,0,0
Treatment,High Value,,,81.24190186,93.19170602,Yes,0,11.94980416,0,0
Control,High Value,249.7562666,288.909986,86.20852566,100,No,39.1537194,13.79147434,21.29005,15.67677157
Control,Medium Value,272.4269151,330.3935356,88.8026695,91.57094165,,57.9666205,2.76827215,21.91264,21.27786107
Treatment,Medium Value,,,81.97799011,93.02959382,Yes,0,11.05160371,0,0
Treatment,Low Value,161.1292539,249.8332007,47.63392838,47.88370669,,88.7039468,0.24977831,12.03214,55.05142279
Control,Medium Value,138.4405235,159.0616376,77.04948979,,No,20.6211141,-77.04948979,19.09188,14.89528758
,,263.2224229,310.2165651,60.47190792,61.80572216,No,46.9941422,1.33381424,15.11326,17.85339626
Treatment,High Value,260.011773,399.3647888,81.71460414,73.30930857,Yes,139.3530158,-8.40529557,20.2115,53.59488695
Treatment,Medium Value,155.0113517,246.032053,,72.81779772,No,91.0207013,72.81779772,0.6,58.71873273
Treatment,High Value,190.8846633,291.7927118,100,100,Yes,100.9080485,0,24.6,52.86336092
Treatment,Medium Value,182.3470298,292.2028483,53.03289083,,No,109.8558185,-53.03289083,13.32789,60.24546636
Control,Medium Value,,260.125279,74.33160395,74.36185561,No,260.125279,0.03025166,0,0
,Medium Value,266.5802017,418.5682569,74.70559501,60.21318754,No,151.9880552,-14.49240747,18.52934,57.01400713
Treatment,,,370.8376511,52.24164603,68.6352068,No,370.8376511,16.39356077,0,0
Control,,278.1541377,322.3799785,92.41396418,,,44.2258408,-92.41396418,22.77935,15.89976017
,Low Value,,,50.34422926,34.34061608,No,0,-16.00361318,0,0
,Medium Value,325.3571824,386.9212967,78.38160774,82.73076385,No,61.5641143,4.34915611,19.41159,18.92200868
Treatment,,184.0687601,292.7914993,51.68613637,54.56595367,Yes,108.7227392,2.8798173,13.00467,59.06637234
Treatment,High Value,212.6432879,326.6441934,96.61779308,97.3336964,No,114.0009055,0.71590332,23.78827,53.61133503
Control,Medium Value,,179.5206171,,98.53211222,No,179.5206171,98.53211222,0,0
Control,Low Value,177.6285754,208.8984219,59.99249398,,Yes,31.2698465,-59.99249398,14.9982,17.6040631
Treatment,Low Value,225.5932439,349.3896545,53.06238387,52.66440094,Yes,123.7964106,-0.39798293,13.33497,54.87593886
Treatment,High Value,149.9963146,241.6381267,63.32907556,74.87769347,,91.6418121,11.54861791,15.79898,61.09604249
Treatment,,148.1059154,218.7681849,57.4402152,,No,70.6622695,-57.4402152,14.38565,47.71063283
,High Value,214.5418681,262.5215836,71.3534658,61.93749877,Yes,47.9797155,-9.41596703,17.72483,22.36380056
Treatment,,177.4355243,268.0240697,78.78462307,73.3777715,No,90.5885454,-5.40685157,19.50831,51.05434538
,,172.9860978,203.3939418,74.62044577,81.16551441,Yes,30.407844,6.54506864,18.50891,17.57820102
,Low Value,245.7239869,293.7729666,52.28908414,46.31541424,Yes,48.0489797,-5.9736699,13.14938,19.5540453
Treatment,Medium Value,,210.6693382,72.83059278,80.52026244,No,210.6693382,7.68966966,0,0
,Medium Value,216.8843948,273.8431215,85.62173068,99.99593097,Yes,56.9587267,14.37420029,21.14922,26.26225218
Treatment,,217.8409353,338.2181661,62.9068214,66.04477468,No,120.3772308,3.13795328,15.69764,55.25923336
Treatment,Medium Value,203.8462203,316.8969556,69.36628423,57.23709163,,113.0507353,-12.1291926,17.24791,55.4588332
Treatment,Low Value,184.6119373,280.5547439,39.04710004,49.629988,No,95.9428066,10.58288796,9.9713,51.96999068
Treatment,High Value,,339.6769344,,100,No,339.6769344,100,0,0
Treatment,High Value,267.6469645,,69.42778225,43.50872826,No,-267.6469645,-25.91905399,17.26267,-100
Control,High Value,317.6027344,376.2884835,93.7425957,100,Yes,58.6857491,6.2574043,23.09822,18.47772161
Control,,138.8563307,165.9974828,52.64570964,60.8006252,Yes,27.1411521,8.15491556,13.23497,19.54621151
,Low Value,155.1575153,231.8460547,58.31975061,63.5549421,Yes,76.6885394,5.23519149,14.59674,49.42624871
Treatment,,164.1249727,258.9853988,84.87818726,93.97019674,Yes,94.8604261,9.09200948,20.97076,57.79767974
Control,Medium Value,213.2545791,251.2526139,72.25246991,80.77796236,Yes,37.9980348,8.52549245,17.94059,17.81815657
,Medium Value,190.0733327,215.228722,,67.9394809,No,25.1553893,67.9394809,0.6,13.23457054
Control,Medium Value,240.6365022,284.2714353,72.40623472,85.82552256,No,43.6349331,13.41928784,17.9775,18.13313138
Control,Medium Value,179.6627032,217.6610554,56.59808093,63.69998441,No,37.9983522,7.10190348,14.18354,21.14982772
Treatment,Low Value,150.8449402,236.3666865,48.99290058,71.50594132,No,85.5217463,22.51304074,12.3583,56.69513753
Treatment,Low Value,168.7199189,262.7895672,,62.65131257,No,94.0696483,62.65131257,0.6,55.75491555
Control,High Value,243.6131979,289.1227252,,100,Yes,45.5095273,100,0.6,18.68105985
Treatment,High Value,280.3338987,433.7936141,100,100,No,153.4597154,0,24.6,54.74176192
Control,High Value,229.3110079,268.4516562,,,No,39.1406483,0,0.6,17.06880479
Treatment,,209.7284587,333.5112076,100,98.71768724,No,123.7827489,-1.28231276,24.6,59.0204828
Control,Low Value,155.0859461,,62.82210895,,No,-155.0859461,-62.82210895,15.67731,-100
Treatment,Low Value,250.7772005,384.2874365,58.4982675,59.21037073,,133.510236,0.71210323,14.63958,53.23858618
Control,Low Value,104.4304472,132.7888716,54.28202572,49.69598188,Yes,28.3584244,-4.58604384,13.62769,27.15532219
Control,Medium Value,213.4411744,261.0415405,,84.04875109,Yes,47.6003661,84.04875109,0.6,22.30139814
Treatment,Medium Value,,390.9388709,71.04450865,64.61198674,No,390.9388709,-6.43252191,0,0
Control,High Value,218.992823,257.4740056,68.62125327,76.16308956,Yes,38.4811826,7.54183629,17.0691,17.57189212
Treatment,,187.7327852,,65.51231639,61.93324003,No,-187.7327852,-3.57907636,16.32296,-100
Treatment,Low Value,204.328416,308.7073796,55.74751917,,No,104.3789636,-55.74751917,13.9794,51.08391953
Control,High Value,174.5551434,212.9585955,,,Yes,38.4034521,0,0.6,22.00075652
Treatment,High Value,140.7312894,231.8600058,82.61448704,86.94115894,No,91.1287164,4.3266719,20.42748,64.75369961
Treatment,Medium Value,,368.6274155,53.55817013,,No,368.6274155,-53.55817013,0,0
Treatment,High Value,,281.8082432,82.7122363,95.19594192,Yes,281.8082432,12.48370562,0,0
Treatment,Medium Value,220.3151647,347.1013837,68.12610914,77.78432878,Yes,126.786219,9.65821964,16.95027,57.54765868
Treatment,Medium Value,202.5172422,300.7480971,,86.22995399,Yes,98.2308549,86.22995399,0.6,48.50493411
,High Value,250.3581135,307.387264,98.22327793,,Yes,57.0291505,-98.22327793,24.17359,22.77903029
Treatment,Medium Value,197.4481073,302.7812649,69.59748002,63.61549096,Yes,105.3331576,-5.98198906,17.3034,53.34726123
Treatment,Medium Value,238.7900494,370.8168035,66.41623145,,Yes,132.0267541,-66.41623145,16.5399,55.28988935
Treatment,Medium Value,173.0961787,259.3325028,64.02377673,64.10903676,Yes,86.2363241,0.08526003,15.96571,49.819889
,Medium Value,255.5220001,381.1796104,73.11331082,77.28793607,Yes,125.6576103,4.17462525,18.14719,49.17682636
,High Value,,259.4840562,100,87.69843954,No,259.4840562,-12.30156046,0,0
Control,Low Value,243.5872786,,47.23589163,47.16905095,No,-243.5872786,-0.06684068,11.93661,-100
Treatment,Low Value,284.3532934,441.4334214,,,Yes,157.080128,0,0.6,55.2411847
Control,Medium Value,211.3538396,255.8822928,74.66605222,77.51724535,Yes,44.5284532,2.85119313,18.51985,21.06820169
Control,Medium Value,290.1135154,347.2871403,,88.73603461,No,57.1736249,88.73603461,0.6,19.70732898
Control,,304.3032361,,73.75442111,71.35561985,Yes,-304.3032361,-2.39880126,18.30106,-100
Control,Low Value,189.1093592,221.5660164,,42.04149089,Yes,32.4566572,42.04149089,0.6,17.1629037
,Medium Value,209.9607889,340.2791458,73.39199307,86.85953018,No,130.3183569,13.46753711,18.21408,62.06794973
,High Value,197.6422355,247.5849023,89.48237968,,Yes,49.9426668,-89.48237968,22.07577,25.26922784
Control,High Value,,237.2706793,,95.4840865,No,237.2706793,95.4840865,0,0
Treatment,,,372.100848,79.03460967,83.08168284,No,372.100848,4.04707317,0,0
Treatment,Low Value,126.0112828,196.1767211,66.06959898,61.6689122,No,70.1654383,-4.40068678,16.4567,55.6818697
,Medium Value,256.6249669,386.8965826,66.07095992,73.36203313,No,130.2716157,7.29107321,16.45703,50.76342231
Control,Medium Value,223.3206508,256.8069404,67.07350642,70.48913853,Yes,33.4862896,3.41563211,16.69764,14.99471253
Treatment,Medium Value,,389.6108053,,85.14009344,No,389.6108053,85.14009344,0,0
Treatment,,188.9828683,285.6418282,43.8376836,35.77775269,Yes,96.6589599,-8.05993091,11.12104,51.14694298
Control,Low Value,226.8555023,267.1729332,,,Yes,40.3174309,0,0.6,17.7722958
Treatment,Low Value,,315.5647738,58.53027825,65.75724097,,315.5647738,7.22696272,0,0
